duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_sizes
9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,5230,Subscriber,1984,Male,29.0
10 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),3681,Subscriber,1979,Male,29.0
6 minutes,16,Steuart St at Market St,323,Broadway at Kearny,5229,Subscriber,1976,Other,26.0
6 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,5549,Subscriber,1992,Male,27.0
9 minutes,5,Powell St BART Station (Market St at 5th St),78,Folsom St at 9th St,5538,Subscriber,1989,Male,26.0
26 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),371,Lombard St at Columbus Ave,5396,Subscriber,1989,Male,26.0
5 minutes,5,Powell St BART Station (Market St at 5th St),21,Montgomery St BART Station (Market St at 2nd St),4716,Subscriber,1999,Male,26.0
4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,4934,Subscriber,1993,Female,27.0
3 minutes,5,Powell St BART Station (Market St at 5th St),321,5th St at Folsom,3208,Subscriber,1984,Male,26.0
13 minutes,3,Powell St BART Station (Market St at 4th St),112,Harrison St at 17th St,5228,Subscriber,1989,Male,27.0
19 minutes,81,Berry St at 4th St,131,22nd St at Dolores St,4611,Subscriber,1982,Male,29.0
9 minutes,16,Steuart St at Market St,324,Union Square (Powell St at Post St),2147,Subscriber,1990,Other,29.0
15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),10,Washington St at Kearny St,4980,Subscriber,1992,Female,29.0
20 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),39,Scott St at Golden Gate Ave,5566,Customer,1992,Male,26.0
11 minutes,3,Powell St BART Station (Market St at 4th St),6,The Embarcadero at Sansome St,5114,Subscriber,1982,Male,26.0
12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,4746,Customer,1983,Male,26.0
5 minutes,16,Steuart St at Market St,20,Mechanics Monument Plaza (Market St at Bush St),1052,Subscriber,1960,Male,26.0
10 minutes,81,Berry St at 4th St,87,Folsom St at 13th St,5369,Subscriber,1984,Female,26.0
15 minutes,3,Powell St BART Station (Market St at 4th St),95,Sanchez St at 15th St,5479,Subscriber,1985,Male,27.0
10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,1630,Subscriber,1995,Female,27.0
13 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,300,Subscriber,1987,Male,26.0
26 minutes,30,San Francisco Caltrain (Townsend St at 4th St),377,Fell St at Stanyan St,5267,Subscriber,1986,Male,29.0
12 minutes,3,Powell St BART Station (Market St at 4th St),365,Turk St at Fillmore St,5496,Subscriber,1980,Male,27.0
8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4613,Subscriber,1991,Male,26.0
6 minutes,3,Powell St BART Station (Market St at 4th St),81,Berry St at 4th St,5549,Subscriber,1981,Male,27.0
14 minutes,16,Steuart St at Market St,73,Pierce St at Haight St,4453,Subscriber,1988,Male,26.0
15 minutes,5,Powell St BART Station (Market St at 5th St),375,Grove St at Masonic Ave,4351,Subscriber,1988,Female,29.0
10 minutes,21,Montgomery St BART Station (Market St at 2nd St),8,The Embarcadero at Vallejo St,1544,Subscriber,1991,Female,29.0
7 minutes,81,Berry St at 4th St,350,8th St at Brannan St,5475,Subscriber,1995,Male,26.0
6 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,2436,Subscriber,1987,Female,27.0
15 minutes,3,Powell St BART Station (Market St at 4th St),336,Potrero Ave and Mariposa St,4717,Subscriber,1983,Male,29.0
21 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),70,Central Ave at Fell St,4772,Subscriber,1992,Male,27.0
8 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5229,Subscriber,1980,Male,26.0
10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,1563,Subscriber,1983,Male,26.0
11 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5536,Subscriber,1982,Female,27.0
12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),350,8th St at Brannan St,5535,Subscriber,1989,Male,29.0
14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),355,Customer,1986,Male,26.0
15 minutes,16,Steuart St at Market St,114,Rhode Island St at 17th St,5145,Subscriber,1973,Male,29.0
3 minutes,21,Montgomery St BART Station (Market St at 2nd St),22,Howard St at Beale St,2881,Subscriber,1979,Male,27.0
10 minutes,81,Berry St at 4th St,14,Clay St at Battery St,5168,Subscriber,1988,Male,27.0
19 minutes,3,Powell St BART Station (Market St at 4th St),110,17th & Folsom Street Park (17th St at Folsom St),5573,Subscriber,1988,Male,26.0
11 minutes,5,Powell St BART Station (Market St at 5th St),365,Turk St at Fillmore St,4966,Subscriber,1992,Female,27.0
9 minutes,3,Powell St BART Station (Market St at 4th St),356,Valencia St at Clinton Park,5487,Subscriber,1985,Male,27.0
4 minutes,16,Steuart St at Market St,24,Spear St at Folsom St,1914,Subscriber,1994,Female,26.0
12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),116,Mississippi St at 17th St,4442,Subscriber,1990,Male,29.0
8 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),1267,Subscriber,1986,Male,29.0
7 minutes,81,Berry St at 4th St,321,5th St at Folsom,5137,Subscriber,1996,Male,26.0
40 minutes,21,Montgomery St BART Station (Market St at 2nd St),371,Lombard St at Columbus Ave,5286,Subscriber,1993,Male,29.0
6 minutes,21,Montgomery St BART Station (Market St at 2nd St),24,Spear St at Folsom St,1841,Subscriber,1987,Male,27.0
15 minutes,22,Howard St at Beale St,112,Harrison St at 17th St,5265,Subscriber,1983,Male,29.0
12 minutes,5,Powell St BART Station (Market St at 5th St),285,Webster St at O'Farrell St,5470,Subscriber,1978,Female,26.0
14 minutes,5,Powell St BART Station (Market St at 5th St),63,Bryant St at 6th St,3057,Subscriber,1994,Male,26.0
5 minutes,21,Montgomery St BART Station (Market St at 2nd St),4,Cyril Magnin St at Ellis St,2648,Subscriber,1965,Male,26.0
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),62,Victoria Manalo Draves Park,5063,Subscriber,1990,Male,29.0
11 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5226,Subscriber,1986,Male,27.0
9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,2978,Subscriber,1984,Male,29.0
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,5494,Subscriber,1988,Male,26.0
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),78,Folsom St at 9th St,5407,Subscriber,1988,Male,26.0
24 minutes,5,Powell St BART Station (Market St at 5th St),36,Folsom St at 3rd St,4432,Subscriber,1988,Male,26.0
10 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),491,Subscriber,1988,Male,27.0
4 minutes,81,Berry St at 4th St,104,4th St at 16th St,5463,Subscriber,1985,Female,26.0
1 minutes,22,Howard St at Beale St,22,Howard St at Beale St,1014,Subscriber,1982,Female,26.0
5 minutes,5,Powell St BART Station (Market St at 5th St),63,Bryant St at 6th St,5520,Subscriber,1972,Male,27.0
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),5400,Subscriber,1978,Male,26.0
15 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,1514,Subscriber,1988,Male,27.0
8 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),2941,Subscriber,1967,Male,26.0
15 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1864,Subscriber,1990,Female,27.0
26 minutes,3,Powell St BART Station (Market St at 4th St),39,Scott St at Golden Gate Ave,2072,Customer,1994,Female,27.0
25 minutes,21,Montgomery St BART Station (Market St at 2nd St),118,Eureka Valley Recreation Center,5425,Subscriber,1990,Male,29.0
8 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),1565,Subscriber,1972,Male,29.0
12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),5535,Subscriber,1994,Male,29.0
7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,4795,Subscriber,1979,Male,27.0
13 minutes,21,Montgomery St BART Station (Market St at 2nd St),74,Laguna St at Hayes St,851,Subscriber,1990,Male,26.0
20 minutes,81,Berry St at 4th St,371,Lombard St at Columbus Ave,1417,Subscriber,1986,Male,27.0
17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),6,The Embarcadero at Sansome St,3363,Subscriber,1990,Female,27.0
3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,5222,Subscriber,1995,Male,29.0
16 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3743,Subscriber,1973,Female,26.0
10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),324,Union Square (Powell St at Post St),4761,Customer,1996,Male,27.0
7 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3716,Subscriber,1992,Male,26.0
7 minutes,16,Steuart St at Market St,36,Folsom St at 3rd St,3392,Subscriber,1974,Male,27.0
16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),84,Duboce Park,5204,Subscriber,1981,Male,29.0
14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),365,Turk St at Fillmore St,4970,Subscriber,1987,Male,29.0
19 minutes,30,San Francisco Caltrain (Townsend St at 4th St),95,Sanchez St at 15th St,5045,Subscriber,1984,Female,26.0
13 minutes,22,Howard St at Beale St,92,Mission Bay Kids Park,2727,Subscriber,1976,Male,26.0
7 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5222,Subscriber,1988,Female,29.0
21 minutes,5,Powell St BART Station (Market St at 5th St),104,4th St at 16th St,5530,Subscriber,1990,Female,26.0
11 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5400,Customer,1974,Male,26.0
4 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),336,Subscriber,1989,Male,27.0
6 minutes,5,Powell St BART Station (Market St at 5th St),60,8th St at Ringold St,5527,Subscriber,1992,Male,26.0
15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),96,Dolores St at 15th St,4972,Subscriber,1986,Male,27.0
21 minutes,21,Montgomery St BART Station (Market St at 2nd St),89,Division St at Potrero Ave,4945,Subscriber,1996,Male,27.0
14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4613,Customer,1991,Male,26.0
21 minutes,21,Montgomery St BART Station (Market St at 2nd St),24,Spear St at Folsom St,5237,Subscriber,1962,Male,26.0
13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),6,The Embarcadero at Sansome St,4773,Subscriber,1990,Female,26.0
12 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),2664,Subscriber,1982,Male,26.0
5 minutes,16,Steuart St at Market St,323,Broadway at Kearny,5228,Subscriber,1983,Male,27.0
10 minutes,3,Powell St BART Station (Market St at 4th St),96,Dolores St at 15th St,4383,Subscriber,1993,Male,29.0
11 minutes,3,Powell St BART Station (Market St at 4th St),90,Townsend St at 7th St,4816,Subscriber,1994,Male,26.0
15 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),1891,Subscriber,1979,Male,26.0
12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),58,Market St at 10th St,5350,Subscriber,1994,Male,26.0
8 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5265,Subscriber,1969,Female,29.0
6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),24,Spear St at Folsom St,5031,Subscriber,1958,Male,29.0
12 minutes,21,Montgomery St BART Station (Market St at 2nd St),74,Laguna St at Hayes St,4671,Subscriber,1990,Male,26.0
6 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5396,Subscriber,1992,Male,26.0
4 minutes,5,Powell St BART Station (Market St at 5th St),41,Golden Gate Ave at Polk St,4744,Subscriber,1968,Male,27.0
24 minutes,16,Steuart St at Market St,104,4th St at 16th St,4611,Customer,1969,Male,29.0
14 minutes,16,Steuart St at Market St,101,15th St at Potrero Ave,4969,Customer,1981,Male,27.0
9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),62,Victoria Manalo Draves Park,4344,Subscriber,1973,Female,26.0
10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,2459,Subscriber,1982,Male,27.0
9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5487,Subscriber,1992,Male,27.0
7 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,4370,Subscriber,1992,Male,27.0
25 minutes,3,Powell St BART Station (Market St at 4th St),93,4th St at Mission Bay Blvd S,643,Subscriber,1996,Female,27.0
18 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),115,Jackson Playground,4991,Subscriber,1957,Male,26.0
23 minutes,3,Powell St BART Station (Market St at 4th St),137,Jersey St at Castro St,4648,Subscriber,1989,Male,27.0
8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),2684,Subscriber,1987,Male,29.0
9 minutes,21,Montgomery St BART Station (Market St at 2nd St),43,San Francisco Public Library (Grove St at Hyde St),2230,Subscriber,1988,Other,27.0
28 minutes,3,Powell St BART Station (Market St at 4th St),119,18th St at Noe St,4933,Subscriber,1974,Male,27.0
6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,5559,Subscriber,1985,Male,29.0
15 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),903,Subscriber,1989,Female,26.0
4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4453,Subscriber,1986,Male,26.0
19 minutes,3,Powell St BART Station (Market St at 4th St),31,Raymond Kimbell Playground,5298,Customer,1991,Male,29.0
10 minutes,5,Powell St BART Station (Market St at 5th St),55,Webster St at Grove St,4759,Subscriber,1985,Male,26.0
19 minutes,3,Powell St BART Station (Market St at 4th St),31,Raymond Kimbell Playground,4657,Customer,1985,Female,26.0
5 minutes,3,Powell St BART Station (Market St at 4th St),323,Broadway at Kearny,4767,Customer,1991,Male,27.0
12 minutes,81,Berry St at 4th St,58,Market St at 10th St,4390,Subscriber,1994,Male,29.0
11 minutes,81,Berry St at 4th St,21,Montgomery St BART Station (Market St at 2nd St),5396,Subscriber,1995,Male,26.0
16 minutes,21,Montgomery St BART Station (Market St at 2nd St),97,14th St at Mission St,5011,Subscriber,1991,Male,26.0
8 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,2584,Subscriber,1992,Male,26.0
12 minutes,16,Steuart St at Market St,34,Father Alfred E Boeddeker Park,5532,Subscriber,1991,Female,26.0
14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),90,Townsend St at 7th St,5122,Subscriber,1994,Male,29.0
9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5265,Subscriber,1984,Male,29.0
15 minutes,81,Berry St at 4th St,349,Howard St at Mary St,5274,Subscriber,1988,Male,26.0
4 minutes,3,Powell St BART Station (Market St at 4th St),36,Folsom St at 3rd St,4414,Subscriber,1981,Male,27.0
21 minutes,30,San Francisco Caltrain (Townsend St at 4th St),133,Valencia St at 22nd St,5534,Subscriber,1986,Male,26.0
11 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),355,Subscriber,1972,Male,26.0
16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),31,Raymond Kimbell Playground,5366,Subscriber,1979,Male,27.0
15 minutes,21,Montgomery St BART Station (Market St at 2nd St),122,19th St at Mission St,4456,Subscriber,1987,Male,26.0
9 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),1533,Subscriber,1984,Male,26.0
8 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,3226,Subscriber,1990,Female,27.0
18 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),350,8th St at Brannan St,4719,Subscriber,1985,Male,26.0
17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),350,8th St at Brannan St,4820,Subscriber,1986,Female,29.0
15 minutes,3,Powell St BART Station (Market St at 4th St),114,Rhode Island St at 17th St,5268,Subscriber,1985,Female,26.0
31 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,481,Subscriber,1978,Male,29.0
13 minutes,3,Powell St BART Station (Market St at 4th St),116,Mississippi St at 17th St,5014,Subscriber,1987,Female,26.0
26 minutes,22,Howard St at Beale St,116,Mississippi St at 17th St,5233,Subscriber,1991,Female,27.0
19 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),345,Hubbell St at 16th St,5019,Subscriber,1986,Female,26.0
10 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4999,Subscriber,1963,Male,26.0
16 minutes,81,Berry St at 4th St,6,The Embarcadero at Sansome St,1177,Subscriber,1974,Male,26.0
11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4655,Subscriber,1997,Female,27.0
44 minutes,81,Berry St at 4th St,136,23rd St at San Bruno Ave,5485,Subscriber,1993,Male,26.0
3 minutes,5,Powell St BART Station (Market St at 5th St),34,Father Alfred E Boeddeker Park,5477,Subscriber,1971,Male,26.0
3 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),1184,Subscriber,1960,Male,27.0
